,species,block,street,trap,nummosquitos,wnvpresent,year,month,day,latitude,longitude
48,CULEX RESTUANS,15, N LONG AVE,T153,3,0,2007,06,05,41.907645,-87.760886
49,CULEX RESTUANS,89, S CARPENTER ST,T159,1,0,2007,06,05,41.732984,-87.649642
50,CULEX RESTUANS,91, W HIGGINS AVE,T009,2,0,2007,06,05,41.981964000000005,-87.812827
51,CULEX RESTUANS,36, N PITTSBURGH AVE,T011,1,0,2007,06,05,41.944869,-87.832763
52,CULEX RESTUANS,72, N OKETO AVE,T016,1,0,2007,06,05,42.011601,-87.81150600000001
53,CULEX RESTUANS,38, N CALIFORNIA AVE,T019,1,0,2007,06,05,41.94983,-87.69845699999999
54,CULEX RESTUANS,49, W BALMORAL AVE,T025,1,0,2007,06,05,41.979243,-87.750938
55,CULEX RESTUANS,58, N WESTERN AVE,T028,2,0,2007,06,05,41.986921,-87.689778
56,CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,1,0,2007,06,05,41.801497999999995,-87.763416
57,CULEX RESTUANS,14, N HUMBOLDT DR,T033,3,0,2007,06,05,41.906638,-87.701431
58,CULEX RESTUANS,10, S VINCENNES,T089,1,0,2007,06,05,41.723195000000004,-87.64997
59,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,1,0,2007,06,05,41.868077,-87.666901
60,CULEX RESTUANS,11, S ASHLAND AVE,T090,7,0,2007,06,05,41.868077,-87.666901
61,CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,1,0,2007,06,05,41.869215999999994,-87.627561
62,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,2,0,2007,06,05,41.662014,-87.72460799999999
63,CULEX RESTUANS,42, W 127TH PL,T135,4,0,2007,06,05,41.662014,-87.72460799999999
64,CULEX PIPIENS,42, W 127TH PL,T135,1,0,2007,06,05,41.662014,-87.72460799999999
65,CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,1,0,2007,06,05,41.961743,-87.76007
66,CULEX RESTUANS,53, W AGATITE AVE,T141,2,0,2007,06,05,41.961743,-87.76007
67,CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,1,0,2007,06,05,41.953067,-87.776792
68,CULEX RESTUANS,40, N AUSTIN AVE,T142,3,0,2007,06,05,41.953067,-87.776792
69,CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,3,0,2007,06,05,41.878114000000004,-87.629798
70,CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,1,0,2007,06,05,41.958271,-87.702575
71,CULEX RESTUANS,42, N RICHMOND ST,T146,2,0,2007,06,05,41.958271,-87.702575
72,CULEX RESTUANS,28, N FRANCISCO AVE,T147,1,0,2007,06,05,41.932094,-87.700117
73,CULEX PIPIENS/RESTUANS,15, W GRANVILLE AVE,T149,1,0,2007,06,05,41.994469,-87.667736
74,CULEX RESTUANS,18, W FARWELL AVE,T150,2,0,2007,06,05,42.006858,-87.675919
75,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,1,0,2007,06,05,41.916265,-87.800515
76,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,10,0,2007,06,05,41.916265,-87.800515
77,CULEX RESTUANS,25, S MILLARD AVE,T152,1,0,2007,06,05,41.846075,-87.716277
78,CULEX RESTUANS,21, N LAWLER AVE,T154,1,0,2007,06,05,41.918704999999996,-87.752329
79,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,3,0,2007,06,05,41.682587,-87.707973
80,CULEX RESTUANS,35, W 116TH ST,T158,8,0,2007,06,05,41.682587,-87.707973
81,CULEX PIPIENS/RESTUANS,93, S DR MARTIN LUTHER KING JR DR,T162,1,0,2007,06,05,41.725516999999996,-87.61425799999999
82,CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,2,0,2007,06,05,41.948167,-87.730698
83,CULEX RESTUANS,37, N KEDVALE AVE,T218,1,0,2007,06,05,41.948167,-87.730698
84,CULEX RESTUANS,45, N CAMPBELL AVE,T220,1,0,2007,06,05,41.963976,-87.69181
85,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,1,0,2007,06,26,41.95469,-87.800991
86,CULEX RESTUANS,41, N OAK PARK AVE,T002,4,0,2007,06,26,41.95469,-87.800991
87,CULEX SALINARIUS,41, N OAK PARK AVE,T002,1,0,2007,06,26,41.95469,-87.800991
88,CULEX PIPIENS/RESTUANS,62, N MANDELL AVE,T007,1,0,2007,06,26,41.994991,-87.769279
89,CULEX RESTUANS,62, N MANDELL AVE,T007,4,0,2007,06,26,41.994991,-87.769279
90,CULEX RESTUANS,79, W FOSTER AVE,T015,1,0,2007,06,26,41.974089,-87.824812
91,CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,1,0,2007,06,26,41.9216,-87.666455
92,CULEX RESTUANS,15, W WEBSTER AVE,T045,1,0,2007,06,26,41.9216,-87.666455
93,CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,1,0,2007,06,26,41.891118,-87.65449100000001
94,CULEX RESTUANS,25, W GRAND AVE,T046,6,0,2007,06,26,41.891118,-87.65449100000001
95,CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,2,0,2007,06,26,41.867108,-87.654224
96,CULEX RESTUANS,11, W CHICAGO,T049,1,0,2007,06,26,41.896282,-87.655232
97,CULEX RESTUANS,21, N STAVE ST,T050,1,0,2007,06,26,41.919343,-87.694259
98,CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,1,0,2007,06,26,41.688324,-87.676709
99,CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,1,0,2007,06,26,41.688324,-87.676709
100,CULEX RESTUANS,22, W 113TH ST,T086,2,0,2007,06,26,41.688324,-87.676709
101,CULEX RESTUANS,22, W 89TH ST,T096,5,0,2007,06,26,41.731922,-87.677512
102,CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,1,0,2007,06,26,41.891126,-87.61156
103,CULEX RESTUANS,53, N STREETER DR,T129,1,0,2007,06,26,41.891126,-87.61156
104,CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,1,0,2007,06,26,41.999128999999996,-87.795585
105,CULEX RESTUANS,65, N OAK PARK AVE,T143,1,0,2007,06,26,41.999128999999996,-87.795585
106,CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,2,0,2007,06,26,42.01743,-87.68776899999999
107,CULEX RESTUANS,75, N OAKLEY AVE,T148,2,0,2007,06,26,42.01743,-87.68776899999999
108,CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,2,0,2007,06,26,41.944869,-87.832763
109,CULEX RESTUANS,36, N PITTSBURGH AVE,T011,4,0,2007,06,26,41.944869,-87.832763
110,CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,2,0,2007,06,26,42.011601,-87.81150600000001
111,CULEX RESTUANS,72, N OKETO AVE,T016,2,0,2007,06,26,42.011601,-87.81150600000001
112,CULEX RESTUANS,38, N CALIFORNIA AVE,T019,1,0,2007,06,26,41.94983,-87.69845699999999
113,CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,1,0,2007,06,26,41.979243,-87.750938
114,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,1,0,2007,06,26,41.986921,-87.689778
115,CULEX RESTUANS,58, N WESTERN AVE,T028,9,0,2007,06,26,41.986921,-87.689778
116,CULEX PIPIENS/RESTUANS,14, N HUMBOLDT DR,T033,2,0,2007,06,26,41.906638,-87.701431
117,CULEX RESTUANS,14, N HUMBOLDT DR,T033,3,0,2007,06,26,41.906638,-87.701431
118,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,10,0,2007,06,26,41.868077,-87.666901
119,CULEX RESTUANS,11, S ASHLAND AVE,T090,19,0,2007,06,26,41.868077,-87.666901
120,CULEX PIPIENS,11, S ASHLAND AVE,T090,1,0,2007,06,26,41.868077,-87.666901
121,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,20,0,2007,06,26,41.662014,-87.72460799999999
122,CULEX RESTUANS,42, W 127TH PL,T135,25,0,2007,06,26,41.662014,-87.72460799999999
123,CULEX PIPIENS,42, W 127TH PL,T135,6,0,2007,06,26,41.662014,-87.72460799999999
124,CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,1,0,2007,06,26,41.961743,-87.76007
125,CULEX RESTUANS,53, W AGATITE AVE,T141,3,0,2007,06,26,41.961743,-87.76007
126,CULEX RESTUANS,40, N AUSTIN AVE,T142,4,0,2007,06,26,41.953067,-87.776792
127,CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,1,0,2007,06,26,41.878114000000004,-87.629798
128,CULEX RESTUANS,42, N RICHMOND ST,T146,6,0,2007,06,26,41.958271,-87.702575
129,CULEX RESTUANS,28, N FRANCISCO AVE,T147,1,0,2007,06,26,41.932094,-87.700117
130,CULEX RESTUANS,18, W FARWELL AVE,T150,2,0,2007,06,26,42.006858,-87.675919
131,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,3,0,2007,06,26,41.916265,-87.800515
132,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,6,0,2007,06,26,41.916265,-87.800515
133,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,1,0,2007,06,26,41.682587,-87.707973
134,CULEX RESTUANS,35, W 116TH ST,T158,4,0,2007,06,26,41.682587,-87.707973
135,CULEX RESTUANS,45, N CAMPBELL AVE,T220,1,0,2007,06,26,41.963976,-87.69181
136,CULEX PIPIENS/RESTUANS,40, N TRIPP AVE,T001,1,0,2007,06,26,41.953705,-87.733974
137,CULEX RESTUANS,46, N MILWAUKEE AVE,T003,2,0,2007,06,26,41.964242,-87.757639
138,CULEX PIPIENS/RESTUANS,60, N AVONDALE AVE,T006,1,0,2007,06,26,41.990284,-87.797127
139,CULEX RESTUANS,60, N AVONDALE AVE,T006,1,0,2007,06,26,41.990284,-87.797127
140,CULEX RESTUANS,70, N MOSELL AVE,T008,2,0,2007,06,26,42.008314,-87.77792099999999
141,CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,2,0,2007,06,26,41.991429,-87.747113
142,CULEX RESTUANS,27, S WESTERN AVE,T034,1,0,2007,06,26,41.843810999999995,-87.686763
143,CULEX RESTUANS,68, W BELDEN AVE,T037,1,0,2007,06,26,41.921177,-87.79518
144,CULEX PIPIENS/RESTUANS,21, S HAMLIN AVE,T040,5,0,2007,06,26,41.852652,-87.719887
145,CULEX RESTUANS,21, S HAMLIN AVE,T040,1,0,2007,06,26,41.852652,-87.719887
146,CULEX RESTUANS,30, W 18TH ST,T043,1,0,2007,06,26,41.857402,-87.694991
147,CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,1,0,2007,06,26,41.868142,-87.696269
148,CULEX RESTUANS,11, S CALIFORNIA,T047,1,0,2007,06,26,41.868142,-87.696269
149,CULEX PIPIENS/RESTUANS,25, S THROOP,T051,1,0,2007,06,26,41.846283,-87.656913
150,CULEX RESTUANS,10, W 95TH ST,T085,2,0,2007,06,26,41.721474,-87.648064
151,CULEX PIPIENS,10, S CALIFORNIA AVE,T088,1,0,2007,06,26,41.869107,-87.69629300000001
152,CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,3,0,2007,06,26,41.719059,-87.675088
153,CULEX RESTUANS,96, S HOYNE AVE,T161,5,0,2007,06,26,41.719059,-87.675088
154,CULEX RESTUANS,18, W LELAND AVE,T219,1,0,2007,06,26,41.966986999999996,-87.674677
155,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,2,0,2007,06,29,41.95469,-87.800991
156,CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,1,0,2007,06,29,41.974089,-87.824812
157,CULEX RESTUANS,79, W FOSTER AVE,T015,2,0,2007,06,29,41.974089,-87.824812
158,CULEX RESTUANS,25, W GRAND AVE,T046,2,0,2007,06,29,41.891118,-87.65449100000001
159,CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,3,0,2007,06,29,41.921965,-87.632085
160,CULEX RESTUANS,22, W 113TH ST,T086,2,0,2007,06,29,41.688324,-87.676709
161,CULEX PIPIENS,22, W 113TH ST,T086,1,0,2007,06,29,41.688324,-87.676709
162,CULEX PIPIENS/RESTUANS,11, S PEORIA ST,T091,1,0,2007,06,29,41.862292,-87.64886
163,CULEX RESTUANS,22, W 89TH ST,T096,1,0,2007,06,29,41.731922,-87.677512
164,CULEX RESTUANS,65, N OAK PARK AVE,T143,3,0,2007,06,29,41.999128999999996,-87.795585
165,CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,2,0,2007,06,29,42.01743,-87.68776899999999
166,CULEX RESTUANS,75, N OAKLEY AVE,T148,2,0,2007,06,29,42.01743,-87.68776899999999
167,CULEX RESTUANS,15, N LONG AVE,T153,1,0,2007,06,29,41.907645,-87.760886
168,CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,2,0,2007,06,29,42.011601,-87.81150600000001
169,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,2,0,2007,06,29,41.986921,-87.689778
170,CULEX RESTUANS,58, N WESTERN AVE,T028,1,0,2007,06,29,41.986921,-87.689778
171,CULEX PIPIENS,50, S CENTRAL AVE,T031,1,0,2007,06,29,41.801497999999995,-87.763416
172,CULEX RESTUANS,10, S VINCENNES,T089,2,0,2007,06,29,41.723195000000004,-87.64997
173,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,1,0,2007,06,29,41.868077,-87.666901
174,CULEX RESTUANS,11, S ASHLAND AVE,T090,6,0,2007,06,29,41.868077,-87.666901
175,CULEX PIPIENS,11, S ASHLAND AVE,T090,3,0,2007,06,29,41.868077,-87.666901
176,CULEX RESTUANS,42, W 127TH PL,T135,3,0,2007,06,29,41.662014,-87.72460799999999
177,CULEX RESTUANS,53, W AGATITE AVE,T141,1,0,2007,06,29,41.961743,-87.76007
178,CULEX RESTUANS,40, N AUSTIN AVE,T142,1,0,2007,06,29,41.953067,-87.776792
179,CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,1,0,2007,06,29,41.878114000000004,-87.629798
180,CULEX RESTUANS,42, N RICHMOND ST,T146,2,0,2007,06,29,41.958271,-87.702575
181,CULEX RESTUANS,18, W FARWELL AVE,T150,1,0,2007,06,29,42.006858,-87.675919
182,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,1,0,2007,06,29,41.916265,-87.800515
183,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,5,0,2007,06,29,41.916265,-87.800515
184,CULEX RESTUANS,35, W 116TH ST,T158,6,0,2007,06,29,41.682587,-87.707973
185,CULEX RESTUANS,37, N KEDVALE AVE,T218,5,0,2007,06,29,41.948167,-87.730698
186,CULEX RESTUANS,60, N AVONDALE AVE,T006,1,0,2007,06,29,41.990284,-87.797127
187,CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,1,0,2007,06,29,41.991429,-87.747113
188,CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,2,0,2007,06,29,41.857402,-87.694991
189,CULEX RESTUANS,30, W 18TH ST,T043,3,0,2007,06,29,41.857402,-87.694991
190,CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,1,0,2007,06,29,41.721474,-87.648064
191,CULEX PIPIENS,10, W 95TH ST,T085,1,0,2007,06,29,41.721474,-87.648064
192,CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,1,0,2007,06,29,41.923738,-87.785288
193,CULEX RESTUANS,64, W STRONG ST,T014,1,0,2007,06,29,41.970248,-87.787992
194,CULEX RESTUANS,12, W GREENLEAF AVE,T018,1,0,2007,06,29,42.010412,-87.66214000000001
195,CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,1,0,2007,06,29,41.899229999999996,-87.716788
196,CULEX RESTUANS,10, N CENTRAL PARK DR,T030,1,0,2007,06,29,41.899229999999996,-87.716788
197,CULEX PIPIENS/RESTUANS,20, E 111TH ST,T084,1,0,2007,06,29,41.692555,-87.598865
198,CULEX RESTUANS,20, E 111TH ST,T084,1,0,2007,06,29,41.692555,-87.598865
199,CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,1,0,2007,06,29,41.94016,-87.794896
200,CULEX PIPIENS/RESTUANS,11, S ARTESIAN AVE,T160,1,0,2007,06,29,41.903002,-87.68826700000001
201,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,3,0,2007,07,02,41.95469,-87.800991
202,CULEX RESTUANS,41, N OAK PARK AVE,T002,2,0,2007,07,02,41.95469,-87.800991
203,CULEX PIPIENS/RESTUANS,62, N MANDELL AVE,T007,4,0,2007,07,02,41.994991,-87.769279
204,CULEX RESTUANS,62, N MANDELL AVE,T007,4,0,2007,07,02,41.994991,-87.769279
205,CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,3,0,2007,07,02,41.974089,-87.824812
206,CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,2,0,2007,07,02,41.9216,-87.666455
207,CULEX RESTUANS,15, W WEBSTER AVE,T045,2,0,2007,07,02,41.9216,-87.666455
208,CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,3,0,2007,07,02,41.891118,-87.65449100000001
209,CULEX RESTUANS,25, W GRAND AVE,T046,16,0,2007,07,02,41.891118,-87.65449100000001
210,CULEX RESTUANS,11, W ROOSEVELT,T048,1,0,2007,07,02,41.867108,-87.654224
211,CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,2,0,2007,07,02,41.921965,-87.632085
212,CULEX RESTUANS,22, N CANNON DR,T054,1,0,2007,07,02,41.921965,-87.632085
213,CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,2,0,2007,07,02,41.688324,-87.676709
214,CULEX RESTUANS,22, W 113TH ST,T086,3,0,2007,07,02,41.688324,-87.676709
215,CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,3,0,2007,07,02,41.731922,-87.677512
216,CULEX RESTUANS,22, W 89TH ST,T096,4,0,2007,07,02,41.731922,-87.677512
217,CULEX PIPIENS,22, W 89TH ST,T096,3,0,2007,07,02,41.731922,-87.677512
218,CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,2,0,2007,07,02,41.891126,-87.61156
219,CULEX RESTUANS,53, N STREETER DR,T129,1,0,2007,07,02,41.891126,-87.61156
220,CULEX RESTUANS,75, N OAKLEY AVE,T148,1,0,2007,07,02,42.01743,-87.68776899999999
221,CULEX RESTUANS,91, W HIGGINS AVE,T009,2,0,2007,07,02,41.981964000000005,-87.812827
222,CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,6,0,2007,07,02,41.944869,-87.832763
223,CULEX RESTUANS,72, N OKETO AVE,T016,1,0,2007,07,02,42.011601,-87.81150600000001
224,CULEX RESTUANS,38, N CALIFORNIA AVE,T019,1,0,2007,07,02,41.94983,-87.69845699999999
225,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,1,0,2007,07,02,41.986921,-87.689778
226,CULEX RESTUANS,58, N WESTERN AVE,T028,5,0,2007,07,02,41.986921,-87.689778
227,CULEX PIPIENS,58, N WESTERN AVE,T028,1,0,2007,07,02,41.986921,-87.689778
228,CULEX PIPIENS/RESTUANS,10, S VINCENNES,T089,1,0,2007,07,02,41.723195000000004,-87.64997
229,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,2,0,2007,07,02,41.868077,-87.666901
230,CULEX RESTUANS,11, S ASHLAND AVE,T090,11,0,2007,07,02,41.868077,-87.666901
231,CULEX RESTUANS,11, S STATE ST,T092,2,0,2007,07,02,41.869215999999994,-87.627561
232,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,16,0,2007,07,02,41.662014,-87.72460799999999
233,CULEX RESTUANS,42, W 127TH PL,T135,12,0,2007,07,02,41.662014,-87.72460799999999
234,CULEX SALINARIUS,42, W 127TH PL,T135,2,0,2007,07,02,41.662014,-87.72460799999999
235,CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,1,0,2007,07,02,41.953067,-87.776792
236,CULEX RESTUANS,40, N AUSTIN AVE,T142,1,0,2007,07,02,41.953067,-87.776792
237,CULEX SALINARIUS,43, N ASHLAND AVE OVERPASS,T145,1,0,2007,07,02,41.878114000000004,-87.629798
238,CULEX RESTUANS,42, N RICHMOND ST,T146,1,0,2007,07,02,41.958271,-87.702575
239,CULEX PIPIENS/RESTUANS,15, W GRANVILLE AVE,T149,1,0,2007,07,02,41.994469,-87.667736
240,CULEX RESTUANS,15, W GRANVILLE AVE,T149,1,0,2007,07,02,41.994469,-87.667736
241,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,5,0,2007,07,02,41.916265,-87.800515
242,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,2,0,2007,07,02,41.916265,-87.800515
243,CULEX PIPIENS/RESTUANS,25, S MILLARD AVE,T152,1,0,2007,07,02,41.846075,-87.716277
244,CULEX PIPIENS/RESTUANS,21, N LAWLER AVE,T154,1,0,2007,07,02,41.918704999999996,-87.752329
245,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,28,0,2007,07,02,41.682587,-87.707973
246,CULEX RESTUANS,35, W 116TH ST,T158,4,0,2007,07,02,41.682587,-87.707973
247,CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,2,0,2007,07,02,41.948167,-87.730698
248,CULEX RESTUANS,46, N MILWAUKEE AVE,T003,1,0,2007,07,02,41.964242,-87.757639
249,CULEX RESTUANS,60, N AVONDALE AVE,T006,1,0,2007,07,02,41.990284,-87.797127
250,CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,4,0,2007,07,02,42.008314,-87.77792099999999
251,CULEX RESTUANS,70, N MOSELL AVE,T008,3,0,2007,07,02,42.008314,-87.77792099999999
252,CULEX SALINARIUS,61, N LEMONT AVE,T012,1,0,2007,07,02,41.991429,-87.747113
253,CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,1,0,2007,07,02,41.921177,-87.79518
254,CULEX RESTUANS,68, W BELDEN AVE,T037,2,0,2007,07,02,41.921177,-87.79518
255,CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,5,0,2007,07,02,41.857402,-87.694991
256,CULEX PIPIENS/RESTUANS,11, S CALIFORNIA,T047,4,0,2007,07,02,41.868142,-87.696269
257,CULEX RESTUANS,11, S CALIFORNIA,T047,8,0,2007,07,02,41.868142,-87.696269
258,CULEX PIPIENS/RESTUANS,25, S THROOP,T051,1,0,2007,07,02,41.846283,-87.656913
259,CULEX PIPIENS/RESTUANS,10, W 95TH ST,T085,2,0,2007,07,02,41.721474,-87.648064
